Week,Team,Opponent,Is Home,QBR,Passing Rating,Rushing Yards Per Attempt,Defense Passing Yards,Defense Rushing Yards,Defense Turnovers,Win Streak,Is Win
17,jax,clt,1,1242.11,1242.1000000000001,66.89999999999999,3444,1703,13,0,0
4,kan,pit,1,344.27,344.29999999999995,18.2,962,518,10,0,0
6,kan,rai,1,455.59,451.4,22.799999999999997,1183,582,12,1,1
7,kan,nor,0,581.63,577.4,26.799999999999997,1542,686,14,2,1
8,kan,clt,1,692.86,688.6,30.099999999999998,1714,791,16,3,1
9,kan,jax,0,776.89,772.6,32.9,1958,996,20,4,1
10,kan,car,1,840.93,836.6,37.5,2200,1095,22,5,1
11,kan,tam,0,939.92,935.6,41.4,2526,1211,23,0,0
12,kan,den,1,1016.81,1012.5,44.6,2866,1335,24,1,1
13,kan,atl,1,1146.56,1136.8,50.2,3156,1463,25,2,1
14,kan,rai,0,1241.27,1231.5,52.6,3265,1598,25,3,1
15,kan,oti,0,1296.78,1287.0,58.2,3506,1746,28,0,0
16,kan,den,0,1391.8799999999999,1382.1,64.60000000000001,3689,1809,31,1,1
17,kan,sdg,1,1504.3799999999999,1494.6,67.9,3958,1938,33,2,1
4,rai,rav,1,415.66999999999996,415.79999999999995,20.8,1302,538,6,2,1
5,rai,sdg,0,507.34,507.49999999999994,24.400000000000002,1653,610,10,3,1
6,rai,kan,0,587.98,588.0999999999999,28.200000000000003,1876,793,10,0,0
7,rai,jax,1,673.4,673.4999999999999,32.400000000000006,2115,898,13,1,1
8,rai,tam,1,789.75,789.7999999999998,37.7,2283,1000,13,2,1
9,rai,den,0,869.66,869.6999999999998,42.800000000000004,2549,1033,15,3,1
11,rai,htx,0,986.66,986.6999999999998,44.300000000000004,2779,1157,17,4,1
12,rai,car,0,1083.83,1083.8999999999999,46.1,3008,1286,19,5,1
13,rai,buf,0,1181.1499999999999,1181.1999999999998,50.4,3178,1498,21,6,1
14,rai,kan,1,1230.29,1230.2999999999997,54.8,3436,1563,24,0,0
15,rai,sdg,1,1310.1499999999999,1310.1999999999998,59.8,3626,1636,26,1,1
16,rai,clt,0,1429.02,1429.1,65.5,3914,1738,29,2,1
17,rai,den,1,1501.94,1502.0,69.1,4120,1881,30,0,0
4,sdg,nor,0,426.06,412.3,13.100000000000001,1158,328,8,0,0
5,sdg,rai,1,551.89,533.3,16.900000000000002,1458,417,9,0,0
6,sdg,den,0,641.04,622.5,20.3,1678,501,11,1,1
7,sdg,atl,1,723.49,705.0,23.3,1934,631,12,2,1
8,sdg,den,1,770.4300000000001,751.9,28.0,2201,688,15,0,0
9,sdg,oti,0,887.1600000000001,868.6,33.3,2514,768,18,1,1
10,sdg,mia,0,946.9100000000001,928.4,36.199999999999996,2745,874,19,0,0
12,sdg,htx,1,1062.19,1043.7,39.9,2984,988,23,1,1
13,sdg,tam,0,1139.75,1121.3,44.699999999999996,3252,1069,24,0,0
14,sdg,car,1,1195.25,1176.8,47.599999999999994,3398,1195,25,0,0
15,sdg,rai,0,1279.28,1260.8,50.89999999999999,3598,1340,27,0,0
16,sdg,cle,1,1357.6299999999999,1339.2,52.69999999999999,3725,1464,27,0,0
17,sdg,kan,0,1433.07,1414.6000000000001,57.69999999999999,3987,1567,28,0,0
4,ram,crd,1,310.05,310.0,11.400000000000002,1100,418,9,3,1
5,ram,buf,0,374.36,374.3,14.900000000000002,1212,611,9,0,0
6,ram,det,1,505.48,499.70000000000005,18.400000000000002,1477,694,9,0,0
7,ram,nyg,0,554.03,548.2,22.1,1673,730,10,0,0
9,ram,car,0,628.5799999999999,622.7,25.6,1858,789,10,0,0
10,ram,nyj,1,699.41,693.5,29.3,2015,928,11,1,1
11,ram,mia,0,763.99,758.1,32.9,2157,1026,12,0,0
12,ram,nor,1,859.56,853.7,37.0,2503,1235,13,0,0
13,ram,nwe,1,898.88,893.0,39.8,2772,1368,13,0,0
14,ram,atl,0,950.56,944.7,44.3,2992,1434,13,0,0
15,ram,sea,1,1011.6899999999999,1005.8000000000001,47.099999999999994,3219,1506,14,0,0
16,ram,sfo,0,1044.6799999999998,1038.8000000000002,50.49999999999999,3472,1576,16,0,0
17,ram,crd,0,1080.1,1074.2000000000003,52.89999999999999,3732,1660,18,0,0
4,mia,cin,1,331.5,331.5,17.0,1088,519,4,0,0
5,mia,oti,0,384.05,384.0,20.0,1251,754,4,0,0
6,mia,pit,0,481.45000000000005,481.4,26.2,1420,882,6,1,1
7,mia,buf,0,579.87,579.8,32.3,1620,949,6,2,1
9,mia,nyj,0,661.98,661.9,36.599999999999994,1811,1089,8,3,1
10,mia,sdg,1,790.97,790.9,40.8,2120,1159,12,4,1
11,mia,ram,1,876.63,876.6,46.0,2245,1261,13,5,1
12,mia,sfo,0,1004.13,1004.1,49.7,2527,1454,15,6,1
13,mia,rav,1,1066.11,1066.1,53.6,2913,1564,17,0,0
14,mia,crd,0,1190.03,1189.6,56.300000000000004,3038,1739,21,1,1
15,mia,nyj,1,1353.22,1315.8,58.800000000000004,3282,1855,25,2,1
16,mia,buf,1,1440.44,1403.0,65.7,3599,2127,25,3,1
17,mia,nwe,0,1533.8200000000002,1496.4,69.0,3875,2247,25,0,0
4,min,nyg,0,386.39,386.4,9.3,894,330,11,4,1
5,min,htx,0,507.21999999999997,507.2,11.9,1049,389,12,5,1
7,min,phi,1,575.26,575.2,15.3,1187,490,16,0,0
8,min,chi,1,660.79,660.7,18.5,1432,648,16,0,0
9,min,det,0,762.77,762.7,21.6,1646,745,17,0,0
10,min,was,1,865.27,865.2,23.8,1906,873,18,0,0
11,min,crd,0,960.36,960.3000000000001,26.8,2061,1008,20,1,1
12,min,det,1,1046.23,1040.9,31.9,2275,1102,20,0,0
13,min,dal,0,1134.39,1129.1000000000001,36.5,2399,1242,22,0,0
14,min,jax,1,1240.89,1235.6000000000001,39.4,2629,1327,22,1,1
15,min,clt,0,1321.15,1315.9,43.199999999999996,2879,1488,22,0,0
16,min,gnb,1,1429.3200000000002,1424.1000000000001,47.9,3187,1528,22,0,0
17,min,chi,0,1540.4700000000003,1535.3000000000002,52.3,3327,1711,27,1,1
4,nwe,buf,0,384.0,383.9,16.4,1058,405,7,0,0
5,nwe,cle,1,508.34000000000003,508.2,19.2,1293,432,8,1,1
6,nwe,cin,0,650.6600000000001,646.1,22.599999999999998,1530,552,8,2,1
7,nwe,pit,1,774.8600000000001,770.3000000000001,27.4,1811,646,9,3,1
8,nwe,buf,1,908.8900000000001,903.5,30.5,2020,813,9,4,1
10,nwe,sea,0,997.4300000000001,992.0,33.4,2344,909,9,0,0
11,nwe,sfo,1,1111.28,1105.9,39.1,2521,1031,9,1,1
12,nwe,nyj,1,1200.53,1195.1000000000001,43.4,2790,1095,11,2,1
13,nwe,ram,0,1294.01,1288.6000000000001,48.0,2916,1131,13,3,1
14,nwe,rav,0,1410.24,1404.8000000000002,51.7,3222,1173,14,4,1
15,nwe,den,1,1477.04,1471.6000000000001,55.2,3473,1231,17,5,1
16,nwe,nyj,0,1595.6499999999999,1590.2,58.1,3601,1342,21,6,1
17,nwe,mia,1,1722.2399999999998,1716.8,62.2,3806,1417,23,7,1
4,nor,sdg,1,387.98,388.0,14.6,1205,486,6,1,1
6,nor,car,0,505.71000000000004,505.7,17.6,1508,589,8,2,1
7,nor,kan,1,615.35,615.3,22.3,1722,701,8,0,0
8,nor,sea,0,721.24,721.1999999999999,25.8,2007,775,9,1,1
9,nor,sfo,1,843.3,843.3,31.700000000000003,2400,868,13,2,1
10,nor,den,0,953.5699999999999,953.5999999999999,35.5,2634,971,15,0,0
11,nor,car,1,1052.62,1050.8999999999999,39.8,2807,1021,15,0,0
12,nor,ram,0,1204.03,1196.1,46.3,2985,1090,17,1,1
13,nor,det,0,1266.62,1258.6999999999998,50.5,3322,1175,17,0,0
14,nor,tam,1,1314.2299999999998,1306.2999999999997,53.4,3488,1279,17,0,0
15,nor,crd,1,1439.3999999999999,1431.4999999999998,57.5,3797,1395,19,1,1
16,nor,tam,0,1543.6899999999998,1535.7999999999997,61.5,4057,1484,21,2,1
17,nor,atl,1,1627.5199999999998,1619.5999999999997,67.2,4380,1626,21,0,0
4,nyg,min,1,356.66,356.2,16.7,1049,336,1,0,0
5,nyg,gnb,1,432.31000000000006,431.9,19.599999999999998,1308,483,3,0,0
6,nyg,rav,0,531.95,531.5,21.799999999999997,1601,581,3,1,1
7,nyg,ram,1,610.1600000000001,609.7,23.599999999999998,1872,655,7,2,1
9,nyg,phi,0,705.7600000000001,705.3000000000001,25.9,2219,751,9,3,1
10,nyg,cin,0,786.3500000000001,785.9000000000001,30.4,2405,829,10,4,1
11,nyg,chi,0,881.8400000000001,881.4000000000001,33.9,2627,922,11,5,1
12,nyg,cle,1,996.8900000000001,996.4000000000001,37.8,2912,980,14,6,1
13,nyg,pit,1,1065.0,1064.5,41.8,3184,1097,16,0,0
14,nyg,dal,0,1139.55,1139.1,44.599999999999994,3336,1205,19,1,1
15,nyg,det,0,1252.6499999999999,1252.1999999999998,48.199999999999996,3604,1261,21,2,1
16,nyg,phi,1,1313.9899999999998,1313.4999999999998,52.8,3772,1379,22,0,0
17,nyg,was,1,1394.9299999999998,1394.3999999999999,56.8,4018,1417,25,1,1
4,nyj,sea,0,262.65999999999997,262.7,16.7,1140,281,3,0,0
5,nyj,pit,1,355.09,355.1,20.9,1515,342,4,0,0
6,nyj,crd,1,401.88,401.90000000000003,23.299999999999997,1740,513,4,0,0
7,nyj,rav,0,519.3,519.3000000000001,27.299999999999997,1974,524,7,1,1
8,nyj,cle,1,597.6099999999999,597.6,32.199999999999996,2313,592,9,2,1
9,nyj,mia,1,661.6199999999999,661.6,38.9,2450,729,9,0,0
10,nyj,ram,0,731.0199999999999,731.0,44.5,2605,854,9,0,0
12,nyj,nwe,0,846.2499999999999,846.2,47.3,2891,945,9,0,0
13,nyj,clt,0,883.6899999999998,883.6,49.9,3173,1084,10,0,0
14,nyj,sfo,1,954.3399999999998,954.3000000000001,54.6,3289,1332,10,1,1
15,nyj,mia,0,1003.8899999999998,1003.8000000000001,59.6,3525,1399,11,0,0
16,nyj,nwe,1,1016.3899999999998,1016.3000000000001,63.4,3736,1513,11,0,0
17,nyj,buf,0,1124.3099999999997,1124.2,67.6,3898,1581,14,1,1
5,phi,det,1,413.18,413.2,16.7,774,293,7,0,0
6,phi,was,1,484.39,484.4,21.2,1037,523,8,0,0
7,phi,min,0,536.77,536.8,25.099999999999998,1226,616,12,1,1
8,phi,dal,1,625.41,625.4,29.099999999999998,1499,803,13,0,0
9,phi,nyg,1,688.4,688.4,32.9,1747,857,15,0,0
10,phi,atl,0,773.93,773.9,38.4,2002,905,16,1,1
11,phi,sea,1,832.9599999999999,832.9,42.699999999999996,2289,1057,16,0,0
12,phi,gnb,0,903.4499999999999,903.4,47.199999999999996,2602,1131,16,0,0
13,phi,cin,1,961.51,961.5,49.99999999999999,2934,1211,18,0,0
14,phi,was,0,1045.84,1045.8,53.699999999999996,3161,1318,19,0,0
15,phi,rav,1,1097.4299999999998,1097.3999999999999,58.099999999999994,3350,1469,21,0,0
16,phi,nyg,0,1170.85,1170.8,61.99999999999999,3706,1583,24,1,1
17,phi,dal,0,1263.24,1263.2,65.8,3832,1652,26,2,1
4,pit,kan,0,423.94,398.4,16.900000000000002,1266,313,6,1,1
5,pit,nyj,0,547.92,522.4,19.400000000000002,1510,385,6,2,1
6,pit,mia,1,601.0699999999999,575.6,27.400000000000002,1762,607,6,0,0
7,pit,nwe,0,677.7099999999999,652.2,31.700000000000003,1984,747,8,0,0
9,pit,rav,1,742.8499999999999,717.3000000000001,33.7,2208,797,9,0,0
10,pit,dal,0,869.93,841.9000000000001,36.2,2503,924,10,0,0
11,pit,cle,1,944.5799999999999,916.6000000000001,41.400000000000006,2679,957,12,1,1
12,pit,clt,1,1093.69,1057.7,46.50000000000001,2898,1048,14,2,1
13,pit,nyg,0,1187.21,1151.2,50.400000000000006,3076,1104,16,3,1
14,pit,buf,1,1224.98,1189.0,56.10000000000001,3284,1171,17,4,1
15,pit,cin,1,1317.92,1281.9,59.400000000000006,3430,1247,18,5,1
16,pit,rav,0,1420.89,1384.9,65.2,3676,1369,19,6,1
17,pit,cle,0,1520.16,1484.2,67.7,3882,1600,23,7,1
4,sfo,dal,0,291.06,291.0,14.2,998,562,8,0,0
5,sfo,crd,0,343.55,343.5,18.4,1114,734,8,0,0
6,sfo,buf,1,418.48,418.4,23.2,1293,1047,10,0,0
7,sfo,tam,0,471.18,471.09999999999997,28.9,1557,1296,11,0,0
9,sfo,nor,0,572.94,572.9,34.4,1880,1544,11,0,0
10,sfo,crd,1,660.86,660.8,37.4,2243,1624,15,0,0
11,sfo,nwe,0,754.19,754.0999999999999,41.9,2516,1795,15,0,0
