Week,Team,Opponent,Is Home,QBR,Passing Rating,Rushing Yards Per Attempt,Defense Passing Yards,Defense Rushing Yards,Defense Turnovers,Win Streak,Is Win
17,car,tam,0,1555.91,1537.1999999999998,71.3,3752,1415,39,1,1
4,chi,rai,0,286.58000000000004,286.6,16.599999999999998,782,477,4,1,1
5,chi,kan,1,373.94000000000005,374.0,19.9,952,594,4,2,1
6,chi,det,1,462.71000000000004,462.8,22.799999999999997,1343,749,7,0,0
8,chi,min,0,556.71,556.8,26.699999999999996,1523,896,8,0,0
9,chi,sdg,1,656.4000000000001,656.5,30.499999999999996,1785,973,9,1,1
10,chi,ram,1,808.4800000000001,805.1,34.599999999999994,1976,1067,11,2,1
11,chi,den,0,878.4000000000001,875.0,37.99999999999999,2195,1237,11,0,0
12,chi,gnb,1,967.71,964.3,41.29999999999999,2383,1414,13,1,1
13,chi,sfo,0,1030.81,1027.3999999999999,45.29999999999999,2553,1535,13,0,0
14,chi,was,0,1144.45,1140.9999999999998,49.29999999999999,2828,1634,14,0,0
15,chi,min,1,1234.26,1230.7999999999997,53.99999999999999,3049,1763,14,0,0
16,chi,tam,1,1334.03,1330.5999999999997,58.49999999999999,3334,1867,17,1,1
17,chi,det,0,1428.96,1425.4999999999998,63.099999999999994,3616,1934,17,0,0
4,cin,kan,0,493.61,489.9,16.6,1116,343,7,4,1
5,cin,sea,0,587.55,583.8,20.1,1313,543,8,5,1
6,cin,buf,1,706.17,702.4,24.1,1569,655,9,6,1
8,cin,pit,1,769.4399999999999,765.6999999999999,27.5,1809,771,12,7,1
9,cin,cle,0,907.17,903.1999999999999,31.6,1953,840,12,8,1
10,cin,htx,0,966.49,962.4999999999999,35.300000000000004,2127,922,13,0,0
11,cin,crd,1,1062.38,1058.3999999999999,38.800000000000004,2428,1004,15,0,0
12,cin,ram,0,1182.92,1178.8999999999999,43.300000000000004,2679,1098,18,1,1
13,cin,cle,1,1320.04,1315.9999999999998,47.7,2884,1166,20,2,1
14,cin,pit,0,1398.81,1394.7999999999997,51.7,3154,1250,21,0,0
15,cin,sfo,1,1510.81,1506.7999999999997,53.6,3417,1305,25,1,1
16,cin,den,1,1596.94,1592.8999999999996,56.9,3694,1418,26,0,0
17,cin,rav,0,1698.8700000000001,1694.7999999999997,62.3,3976,1477,28,1,1
4,cle,sdg,1,408.27000000000004,403.0,15.2,1059,566,5,0,0
5,cle,rav,1,516.73,511.5,18.5,1255,747,5,1,1
6,cle,den,0,577.47,572.2,21.8,1545,899,8,0,0
7,cle,ram,1,678.88,670.6,25.2,1695,1057,9,0,0
8,cle,crd,0,761.69,753.4,27.2,2067,1176,13,0,0
9,cle,cin,1,829.9300000000001,821.6,31.299999999999997,2286,1328,13,0,0
10,cle,pit,1,921.5500000000001,913.2,32.4,2685,1388,15,0,0
12,cle,rav,0,1010.0000000000001,1001.7,35.9,2917,1492,17,0,0
13,cle,cin,0,1078.42,1070.1000000000001,39.5,3150,1636,17,0,0
14,cle,sfo,0,1168.0,1159.7,45.1,3300,1707,17,1,1
15,cle,sea,1,1234.67,1226.4,50.6,3541,1889,17,0,0
16,cle,kan,1,1275.29,1267.0,57.0,3663,2025,18,0,0
17,cle,pit,0,1318.77,1310.5,60.7,4012,2055,21,0,0
4,dal,nor,1,402.49,394.4,16.9,1023,367,3,0,0
5,dal,nwe,0,466.86,458.79999999999995,21.2,1270,476,3,0,0
7,dal,nyg,1,529.21,521.0999999999999,26.9,1427,608,3,0,0
8,dal,sea,0,587.5400000000001,579.3999999999999,31.2,1637,721,4,0,0
9,dal,phi,0,690.1700000000001,681.9999999999999,35.8,1924,893,4,0,0
10,dal,tam,1,757.48,749.2999999999998,37.8,2170,977,6,0,0
11,dal,mia,1,839.9200000000001,831.6999999999998,42.199999999999996,2310,1047,7,1,1
12,dal,car,0,887.73,879.4999999999998,44.4,2475,1176,7,0,0
13,dal,was,1,967.54,959.2999999999997,48.4,2668,1249,8,1,1
14,dal,gnb,1,1006.8399999999999,998.5999999999997,57.0,2873,1479,8,0,0
15,dal,nyj,0,1047.12,1038.8999999999996,63.3,3172,1552,9,0,0
16,dal,buf,1,1095.7099999999998,1087.4999999999995,68.1,3344,1788,11,0,0
17,dal,was,0,1194.3199999999997,1186.0999999999995,74.39999999999999,3635,1934,11,0,0
4,den,min,0,310.02,310.0,13.8,741,361,11,4,1
5,den,rai,1,370.90999999999997,370.9,16.2,964,426,14,5,1
6,den,cle,1,424.21,424.2,20.799999999999997,1153,535,17,6,1
8,den,gnb,0,521.12,521.1,25.499999999999996,1203,625,17,7,1
9,den,clt,1,598.9,598.9,27.999999999999996,1448,745,17,0,0
10,den,kan,0,619.35,619.4,32.3,1645,851,17,0,0
11,den,chi,1,741.65,741.6999999999999,37.0,1906,937,19,1,1
12,den,nwe,0,812.5799999999999,812.5999999999999,42.6,2168,976,20,2,1
13,den,sdg,1,888.2199999999999,888.1999999999999,46.0,2347,1069,23,3,1
14,den,rai,0,970.04,969.9999999999999,47.6,2446,1096,23,0,0
15,den,pit,1,1051.76,1051.6999999999998,51.800000000000004,2800,1119,25,0,0
16,den,cin,0,1149.68,1149.6,57.2,2986,1227,26,1,1
17,den,sdg,0,1226.0900000000001,1226.0,63.800000000000004,3193,1337,27,2,1
4,det,sea,1,317.21999999999997,317.2,11.1,1086,446,9,0,0
5,det,crd,0,376.39,376.4,14.2,1244,633,9,0,0
6,det,chi,0,492.65999999999997,492.7,19.0,1597,724,10,1,1
7,det,min,0,609.65,609.7,23.5,1882,864,11,0,0
8,det,kan,1,670.4,670.4000000000001,29.3,2016,1070,11,0,0
10,det,gnb,1,758.23,758.2,31.0,2341,1117,11,1,1
11,det,rai,0,844.36,844.3000000000001,34.5,2505,1169,11,2,1
12,det,phi,0,984.82,980.5,38.1,2664,1237,12,3,1
13,det,gnb,0,1085.1200000000001,1080.8,42.1,2910,1304,13,0,0
14,det,ram,1,1166.91,1162.6,47.7,3024,1507,15,0,0
15,det,nor,1,1323.3300000000002,1309.8,54.2,3354,1576,15,1,1
16,det,sfo,0,1440.7300000000002,1426.5,57.300000000000004,3555,1697,16,2,1
17,det,chi,1,1558.4100000000003,1544.2,60.50000000000001,3786,1808,19,3,1
4,gnb,sfo,1,501.34999999999997,488.8,17.5,788,460,5,4,1
5,gnb,ram,0,583.43,570.9,20.7,931,651,9,5,1
6,gnb,sdg,0,688.53,676.0,28.5,1419,711,10,6,1
8,gnb,den,1,756.14,743.6,32.8,1759,871,11,0,0
9,gnb,car,1,849.46,836.9,36.5,2056,1001,12,0,0
10,gnb,det,0,932.49,919.9,39.1,2298,1046,13,0,0
11,gnb,min,1,1017.4200000000001,1004.8,42.7,2546,1140,14,1,1
12,gnb,chi,0,1078.42,1065.8,49.0,2735,1241,14,0,0
13,gnb,det,1,1171.48,1158.8999999999999,51.8,2940,1342,15,1,1
14,gnb,dal,0,1269.4,1256.8,57.0,3039,1513,16,2,1
15,gnb,rai,1,1336.65,1324.1,60.7,3291,1633,18,3,1
16,gnb,crd,1,1394.3400000000001,1381.8,64.60000000000001,3551,1754,20,0,0
17,gnb,min,0,1473.5100000000002,1461.0,67.50000000000001,3642,1905,22,0,0
4,htx,atl,1,288.21999999999997,288.2,14.600000000000001,915,461,2,0,0
5,htx,clt,0,386.03999999999996,386.0,17.5,1128,571,2,0,0
6,htx,jax,1,504.66999999999996,504.6,20.6,1439,654,5,1,1
7,htx,mia,1,579.12,579.0,23.400000000000002,1694,902,6,0,0
8,htx,oti,0,680.49,680.4,25.8,1819,988,9,1,1
10,htx,cin,1,744.95,744.9,29.1,2001,1062,11,2,1
11,htx,nyj,0,844.77,844.6999999999999,32.4,2198,1132,13,3,1
12,htx,nor,0,951.02,950.6999999999999,36.8,2416,1182,14,4,1
13,htx,buf,1,1043.7,1043.3999999999999,41.599999999999994,2619,1369,14,0,0
14,htx,nwe,0,1105.16,1104.8999999999999,45.599999999999994,2816,1485,15,0,0
15,htx,clt,1,1177.18,1176.8999999999999,49.8,2956,1535,17,1,1
16,htx,oti,1,1288.56,1288.3,52.8,3183,1565,21,2,1
17,htx,jax,0,1364.02,1363.8,58.0,3366,1597,25,3,1
4,clt,jax,0,282.58,282.6,16.0,1072,478,3,2,1
5,clt,htx,1,389.98,390.0,19.7,1434,560,5,3,1
6,clt,nwe,0,486.15000000000003,486.2,25.2,1735,676,6,0,0
7,clt,nor,0,564.09,564.1,31.0,2001,859,7,0,0
8,clt,car,1,614.3100000000001,614.3000000000001,34.9,2240,999,10,0,0
9,clt,den,0,711.8800000000001,711.9000000000001,37.9,2514,1034,12,1,1
11,clt,atl,1,794.95,795.0000000000001,40.6,2789,1134,16,2,1
12,clt,tam,0,895.1500000000001,895.2000000000002,41.6,3001,1266,17,3,1
13,clt,pit,1,954.3400000000001,954.4000000000002,44.6,3365,1424,19,0,0
14,clt,jax,1,1007.4900000000001,1007.5000000000002,48.7,3591,1578,21,0,0
15,clt,htx,0,1072.0700000000002,1072.1000000000001,51.300000000000004,3741,1733,23,0,0
16,clt,mia,1,1147.14,1147.2,55.6,4020,1815,24,1,1
17,clt,oti,0,1223.7800000000002,1223.8,59.6,4114,1952,25,2,1
4,jax,clt,1,317.12,317.1,16.3,1114,332,3,0,0
5,jax,tam,1,439.15,438.3,19.5,1300,515,3,0,0
6,jax,htx,0,508.14,507.3,23.5,1587,610,3,0,0
7,jax,buf,0,581.34,580.5,27.3,1847,725,7,1,1
9,jax,nyj,1,664.46,663.6,32.5,2108,754,7,0,0
10,jax,rav,1,728.4000000000001,727.5,36.6,2416,843,11,1,1
11,jax,oti,0,813.5500000000001,812.6,40.5,2628,947,12,2,1
12,jax,sdg,0,898.8000000000001,897.8000000000001,45.9,2918,1026,12,0,0
13,jax,oti,1,1037.69,1030.0,49.8,3175,1236,14,0,0
14,jax,clt,0,1148.94,1141.2,55.099999999999994,3402,1331,16,1,1
15,jax,atl,0,1230.52,1222.8,59.39999999999999,3647,1414,17,0,0
16,jax,nor,1,1352.48,1344.8,63.69999999999999,4049,1549,17,0,0
17,jax,htx,1,1396.6200000000001,1388.8999999999999,65.99999999999999,4291,1709,18,0,0
4,kan,cin,1,335.14,335.1,17.4,1182,406,3,0,0
5,kan,chi,0,416.39,416.3,22.099999999999998,1423,493,4,0,0
6,kan,min,1,507.54999999999995,507.5,25.299999999999997,1660,577,6,0,0
7,kan,pit,0,605.8599999999999,605.8,30.099999999999998,1852,724,9,1,1
8,kan,det,0,711.2199999999999,711.1999999999999,36.5,2047,805,11,2,1
10,kan,den,1,796.2299999999999,796.1999999999999,39.8,2199,874,16,3,1
11,kan,sdg,1,903.6499999999999,901.4999999999999,44.699999999999996,2348,926,18,4,1
12,kan,buf,0,1016.1499999999999,1013.9999999999999,50.599999999999994,2634,1055,20,5,1
13,kan,rai,1,1136.2299999999998,1134.1,54.599999999999994,2896,1154,23,6,1
14,kan,sdg,0,1221.4699999999998,1219.3,60.599999999999994,3132,1198,24,7,1
15,kan,rav,1,1334.2199999999998,1326.6,64.6,3405,1291,27,8,1
16,kan,cle,0,1427.5899999999997,1420.0,69.6,3541,1523,28,9,1
17,kan,rai,0,1498.0099999999998,1490.4,74.39999999999999,3698,1571,29,10,1
4,rai,chi,1,382.58,382.6,17.4,1242,373,7,0,0
5,rai,den,0,461.90999999999997,461.90000000000003,20.0,1496,416,9,0,0
7,rai,sdg,1,598.67,598.7,25.0,1823,506,11,1,1
8,rai,nyj,0,729.5699999999999,729.6,29.7,2115,580,12,2,1
9,rai,pit,1,826.4499999999999,826.5,35.3,2517,775,14,0,0
10,rai,min,0,908.67,908.7,39.699999999999996,2639,1038,14,0,0
11,rai,det,1,981.42,981.4000000000001,42.199999999999996,2905,1147,14,0,0
12,rai,oti,1,1097.87,1097.8000000000002,44.99999999999999,3110,1191,16,1,1
13,rai,kan,0,1164.36,1164.3000000000002,49.099999999999994,3253,1280,18,0,0
14,rai,den,1,1238.1399999999999,1238.1000000000001,50.3,3529,1314,20,1,1
15,rai,gnb,0,1299.8,1299.8000000000002,55.099999999999994,3719,1417,22,0,0
16,rai,sdg,0,1369.32,1369.3000000000002,59.49999999999999,3990,1489,23,1,1
17,rai,kan,1,1441.73,1441.7000000000003,62.49999999999999,4140,1678,25,0,0
4,sdg,cle,0,425.46999999999997,420.69999999999993,15.8,900,507,6,1,1
5,sdg,pit,0,524.25,519.4999999999999,18.5,1094,662,7,0,0
6,sdg,gnb,1,623.0,618.1999999999999,21.4,1331,795,7,0,0
7,sdg,rai,0,706.05,701.1999999999999,25.7,1613,925,7,0,0
8,sdg,rav,1,830.88,825.9999999999999,28.8,1906,997,7,0,0
9,sdg,chi,0,918.48,913.5999999999999,32.9,2243,1106,9,0,0
11,sdg,kan,0,980.15,975.3,35.0,2475,1259,9,0,0
12,sdg,jax,1,1097.54,1092.7,38.0,2793,1361,10,1,1
13,sdg,den,0,1151.8899999999999,1147.0,42.0,2952,1495,11,0,0
14,sdg,kan,1,1213.6599999999999,1208.8,44.4,3131,1645,13,0,0
15,sdg,mia,0,1315.5099999999998,1310.7,48.3,3318,1689,14,1,1
16,sdg,rai,1,1400.1599999999999,1395.4,51.199999999999996,3493,1795,15,0,0
17,sdg,den,1,1484.0299999999997,1479.3000000000002,54.99999999999999,3786,2005,20,0,0
4,ram,crd,1,385.32000000000005,383.29999999999995,18.3,941,481,6,1,1
5,ram,gnb,1,410.05000000000007,407.99999999999994,23.6,1177,567,9,0,0
7,ram,cle,0,493.6600000000001,491.5999999999999,29.700000000000003,1459,649,13,1,1
8,ram,sfo,0,595.5600000000001,593.4999999999999,34.5,1610,687,13,2,1
9,ram,min,1,663.3000000000001,661.1999999999999,38.9,1758,832,14,0,0
10,ram,chi,0,713.9200000000001,711.8,43.4,2002,985,16,0,0
11,ram,rav,1,788.2800000000001,786.1999999999999,46.199999999999996,2294,1081,18,0,0
12,ram,cin,1,843.1100000000001,840.9999999999999,51.699999999999996,2530,1221,19,0,0
13,ram,crd,0,886.3800000000001,884.2999999999998,56.099999999999994,2879,1396,19,0,0
14,ram,det,0,944.1500000000001,942.0999999999998,63.099999999999994,3099,1507,20,1,1
15,ram,tam,0,1108.24,1100.1,66.1,3462,1653,22,2,1
16,ram,sea,1,1194.2,1186.1,69.5,3715,1712,25,3,1
17,ram,sfo,1,1269.8600000000001,1261.8,73.5,4065,1820,26,0,0
4,mia,nyj,0,303.8,303.8,17.2,956,642,3,0,0
6,mia,oti,1,399.85,399.8,22.799999999999997,1192,705,7,1,1
7,mia,htx,0,600.89,558.1,29.9,1443,776,8,2,1
8,mia,nwe,1,661.21,618.4,31.099999999999998,1785,871,8,0,0
9,mia,buf,1,759.24,716.4,35.599999999999994,1939,1137,8,0,0
10,mia,phi,1,850.44,807.6,39.39999999999999,2292,1220,9,1,1
11,mia,dal,0,932.3800000000001,889.5,44.39999999999999,2512,1386,11,0,0
12,mia,nyj,1,1014.9900000000001,972.1,45.69999999999999,2786,1523,11,0,0
13,mia,rav,0,1092.0700000000002,1049.2,50.999999999999986,3067,1617,13,1,1
14,mia,nyg,0,1176.9800000000002,1134.1000000000001,56.79999999999998,3404,1709,14,0,0
15,mia,sdg,1,1251.0000000000002,1208.1000000000001,59.09999999999998,3706,1849,16,0,0
16,mia,clt,0,1329.7300000000002,1286.8000000000002,62.39999999999998,3874,1949,16,0,0
17,mia,nwe,0,1441.6800000000003,1398.8000000000002,65.19999999999997,4000,2019,16,1,1
4,min,den,1,329.89,329.6,19.6,929,502,8,0,0
6,min,kan,0,393.4,393.1,22.0,1200,559,9,1,1
7,min,det,1,507.97999999999996,507.70000000000005,26.0,1397,636,9,2,1
8,min,chi,1,579.51,579.2,31.9,1605,733,9,3,1
9,min,ram,0,635.3,635.0,36.0,1765,893,9,4,1
10,min,rai,1,728.67,728.4,44.0,2052,977,11,5,1
11,min,gnb,0,821.54,821.3,49.2,2248,1101,11,0,0
12,min,atl,1,894.16,893.9,54.1,2458,1217,14,1,1
13,min,sea,0,945.9499999999999,945.6999999999999,56.0,2718,1390,15,0,0
14,min,crd,1,1051.85,1051.6,59.0,3014,1487,15,0,0
15,min,chi,0,1237.4699999999998,1203.8999999999999,62.6,3213,1581,17,1,1
16,min,nyg,0,1327.8899999999999,1294.3,68.1,3485,1672,20,2,1
17,min,gnb,1,1371.86,1338.3,73.69999999999999,3759,1748,22,3,1
5,nwe,dal,1,494.38,490.9,15.600000000000001,942,453,7,4,1
6,nwe,clt,1,597.93,594.4,20.200000000000003,1231,573,7,5,1
7,nwe,nyj,0,690.8299999999999,687.3,22.000000000000004,1514,662,8,6,1
8,nwe,mia,0,822.52,819.0,25.700000000000003,1769,677,10,7,1
9,nwe,was,0,918.51,915.0,30.1,1982,714,12,8,1
10,nwe,nyg,1,1010.77,1007.3,33.4,2324,794,13,9,1
11,nwe,buf,0,1082.4,1078.8999999999999,37.3,2549,888,14,10,1
12,nwe,den,1,1179.92,1176.3999999999999,39.699999999999996,2803,1067,15,0,0
13,nwe,phi,0,1252.47,1248.9999999999998,43.8,2923,1195,16,0,0
14,nwe,htx,1,1365.25,1361.7999999999997,47.5,3025,1282,17,1,1
15,nwe,oti,0,1471.26,1467.7999999999997,51.1,3248,1341,20,2,1
16,nwe,nyj,1,1559.5,1555.9999999999998,54.0,3533,1484,21,0,0
17,nwe,mia,1,1625.92,1622.3999999999999,56.6,3875,1580,21,0,0
4,nor,dal,0,372.25,366.4,13.6,1033,493,3,1,1
5,nor,phi,1,458.83,453.0,18.2,1366,679,5,0,0
6,nor,atl,0,566.04,560.2,20.7,1629,829,8,1,1
7,nor,clt,1,644.5999999999999,638.8000000000001,25.799999999999997,1930,904,11,2,1
8,nor,nyg,0,783.7699999999999,770.5,29.799999999999997,2259,991,12,3,1
9,nor,oti,0,898.5699999999998,885.3,32.099999999999994,2630,1103,13,0,0
10,nor,was,1,979.8199999999998,966.5,38.39999999999999,2931,1312,13,0,0
12,nor,htx,1,1040.4299999999998,1027.1,43.39999999999999,3126,1479,14,0,0
13,nor,car,0,1130.2099999999998,1116.8999999999999,48.39999999999999,3448,1654,17,0,0
14,nor,tam,1,1242.1499999999999,1228.8,50.89999999999999,3624,1769,17,1,1
15,nor,det,0,1344.3899999999999,1331.0,54.69999999999999,3870,1919,18,0,0
16,nor,jax,0,1478.6499999999999,1465.3,58.59999999999999,4217,1984,20,1,1
17,nor,atl,1,1581.8,1568.3999999999999,61.59999999999999,4544,2071,22,2,1
4,nyg,buf,1,385.85,385.79999999999995,14.3,1265,279,8,2,1
5,nyg,sfo,0,496.04,495.99999999999994,18.3,1521,403,8,3,1
6,nyg,phi,1,555.8000000000001,555.8,21.8,1791,561,12,0,0
7,nyg,dal,0,630.2800000000001,630.3,27.1,2018,794,16,1,1
8,nyg,nor,1,775.5500000000001,766.4,31.200000000000003,2523,897,18,0,0
9,nyg,tam,1,849.82,840.6999999999999,34.7,2770,1033,21,1,1
10,nyg,nwe,0,944.9000000000001,935.8,38.2,3099,1110,23,0,0
12,nyg,was,1,1002.46,993.4,40.7,3401,1215,23,0,0
13,nyg,nyj,0,1080.65,1071.6,43.800000000000004,3774,1305,24,0,0
14,nyg,mia,1,1243.6200000000001,1223.1,46.800000000000004,4009,1433,25,1,1
15,nyg,car,0,1340.3600000000001,1319.8,52.800000000000004,4318,1604,26,0,0
16,nyg,min,1,1407.64,1387.1,57.400000000000006,4468,1822,26,0,0
17,nyg,phi,0,1500.23,1479.6999999999998,63.2,4783,1942,28,0,0
4,nyj,mia,1,327.45,327.4,15.7,742,379,13,1,1
6,nyj,was,0,440.59,440.5,21.1,933,413,15,2,1
7,nyj,nwe,1,537.01,536.9,24.200000000000003,1270,429,15,0,0
8,nyj,rai,1,625.26,625.1999999999999,27.700000000000003,1603,547,15,0,0
9,nyj,jax,0,730.41,730.3,28.700000000000003,1941,645,19,1,1
10,nyj,buf,0,787.64,787.5,34.0,2073,793,19,0,0
11,nyj,htx,1,838.55,838.4,37.3,2314,916,20,0,0
12,nyj,mia,0,957.0699999999999,956.9,41.3,2635,928,22,1,1
13,nyj,nyg,1,1063.57,1063.4,45.099999999999994,2916,1002,23,2,1
14,nyj,oti,0,1171.6699999999998,1171.5,50.49999999999999,3184,1026,24,3,1
15,nyj,dal,1,1259.12,1258.9,53.29999999999999,3360,1159,28,4,1
16,nyj,nwe,0,1367.3999999999999,1367.2,58.59999999999999,3581,1222,29,5,1
17,nyj,buf,1,1409.8,1409.6000000000001,65.79999999999998,3763,1335,30,0,0
4,phi,was,1,330.95000000000005,330.9,12.3,1106,388,9,0,0
5,phi,nor,0,419.4200000000001,419.4,17.8,1398,484,13,1,1
6,phi,nyg,0,479.62000000000006,479.59999999999997,22.1,1564,565,16,2,1
7,phi,car,1,535.33,535.3,28.0,1754,769,19,0,0
9,phi,dal,1,637.76,637.6999999999999,32.9,2031,903,20,1,1
10,phi,mia,0,726.04,725.9999999999999,35.3,2221,1002,20,0,0
11,phi,tam,0,791.8399999999999,791.7999999999998,40.199999999999996,2459,1285,21,0,0
12,phi,det,1,901.79,901.7999999999998,42.9,2781,1393,21,0,0
13,phi,nwe,1,1001.0999999999999,1001.0999999999998,46.8,3105,1496,23,1,1
14,phi,buf,0,1076.87,1076.8999999999999,50.199999999999996,3365,1648,25,2,1
15,phi,crd,0,1167.37,1167.3999999999999,53.9,3628,1878,25,0,0
16,phi,was,0,1256.7299999999998,1256.8,56.699999999999996,3979,1945,25,0,0
17,phi,nyg,1,1365.7199999999998,1364.6,61.3,4273,2153,26,1,1
4,pit,rav,0,430.16,420.2,16.700000000000003,931,453,4,0,0
5,pit,sdg,1,501.79,491.79999999999995,22.400000000000002,1285,505,6,1,1
6,pit,crd,0,618.25,608.3,26.800000000000004,1699,560,9,2,1
7,pit,kan,1,676.66,666.6999999999999,32.900000000000006,1938,698,9,0,0
8,pit,cin,0,732.4499999999999,722.4999999999999,39.00000000000001,2156,776,11,0,0
9,pit,rai,0,819.6999999999999,809.6999999999999,45.50000000000001,2457,915,15,1,1
10,pit,cle,0,938.79,928.8,48.400000000000006,2784,930,18,2,1
12,pit,sea,1,1004.43,994.4,52.50000000000001,3120,1030,18,0,0
13,pit,clt,0,1130.87,1120.8,57.400000000000006,3306,1084,21,1,1
14,pit,cin,1,1215.2199999999998,1205.1,60.400000000000006,3627,1148,24,2,1
15,pit,den,0,1307.7599999999998,1297.6,61.800000000000004,3908,1252,26,3,1
16,pit,rav,1,1368.4199999999998,1358.3,67.30000000000001,4173,1373,26,0,0
17,pit,cle,1,1471.08,1461.0,68.9,4350,1459,30,1,1
