Week,Team,Opponent,Is Home,QBR,Passing Rating,Rushing Yards Per Attempt,Defense Passing Yards,Defense Rushing Yards,Defense Turnovers,Win Streak,Is Win
4,crd,sea,0,265.21,265.2,14.3,943,565,4,0,0
5,crd,sfo,1,341.28999999999996,341.29999999999995,16.7,1243,712,9,1,1
6,crd,min,1,414.34,414.4,19.7,1459,907,11,0,0
7,crd,den,0,454.23999999999995,454.29999999999995,23.0,1637,1038,12,0,0
8,crd,sfo,0,534.76,534.8,27.2,1797,1145,12,1,1
10,crd,kan,1,588.77,588.8,31.0,2009,1263,12,0,0
11,crd,rai,0,665.4399999999999,655.0,36.0,2182,1415,12,0,0
12,crd,sdg,1,734.8499999999999,724.4,38.6,2418,1593,13,0,0
13,crd,gnb,1,793.4999999999999,783.1,44.9,2645,1691,13,1,1
14,crd,det,0,860.4199999999998,850.0,47.8,2741,1813,14,0,0
15,crd,atl,1,924.1899999999998,913.8,50.5,2961,2028,14,0,0
16,crd,ram,0,1006.7799999999999,996.4,56.3,3153,2297,15,0,0
17,crd,sea,1,1076.6299999999999,1066.3,59.8,3262,2479,16,0,0
4,atl,cin,0,461.92999999999995,450.0,15.399999999999999,1136,476,4,0,0
5,atl,pit,1,553.0899999999999,541.2,18.7,1386,607,5,0,0
6,atl,tam,0,677.8399999999999,665.9000000000001,21.9,1775,728,7,1,1
7,atl,nyg,0,792.7399999999999,779.1000000000001,25.299999999999997,2147,789,7,2,1
9,atl,was,1,912.9199999999998,899.3000000000002,31.699999999999996,2434,868,8,3,1
10,atl,cle,1,1013.6399999999999,1000.0000000000002,35.4,2650,1079,9,0,0
11,atl,dal,0,1105.6699999999998,1092.0000000000002,39.8,2841,1211,9,0,0
12,atl,nor,1,1205.2699999999998,1191.6000000000001,41.4,3003,1361,10,0,0
13,atl,rav,0,1284.0499999999997,1270.4,43.699999999999996,3162,1568,11,0,0
14,atl,gnb,1,1379.0899999999997,1365.4,48.199999999999996,3324,1706,11,0,0
15,atl,crd,0,1476.0799999999997,1462.4,56.199999999999996,3517,1766,14,1,1
16,atl,car,1,1602.0399999999997,1588.4,65.39999999999999,3812,1907,18,2,1
17,atl,tam,1,1711.5299999999997,1697.9,68.99999999999999,4153,1999,19,3,1
4,rav,pit,1,386.61,386.49999999999994,12.399999999999999,773,330,5,2,1
5,rav,cle,1,445.27,445.19999999999993,17.0,1077,442,6,0,0
6,rav,oti,1,528.21,528.0999999999999,20.5,1128,497,6,1,1
7,rav,nor,0,625.5,625.3999999999999,23.8,1333,631,7,0,0
8,rav,car,1,694.25,694.0999999999999,29.4,1565,785,7,0,0
9,rav,pit,0,771.33,771.1999999999999,33.199999999999996,1847,898,7,0,0
11,rav,cin,0,838.33,838.1999999999999,38.199999999999996,2054,946,7,1,1
12,rav,rai,0,896.08,895.9,43.8,2236,1013,8,2,1
13,rav,atl,1,971.72,971.5,48.0,2333,1047,9,3,1
14,rav,kan,1,1061.46,1061.2,52.9,2681,1141,10,0,0
15,rav,tam,0,1151.95,1151.7,57.8,2837,1226,11,1,1
16,rav,sdg,1,1252.9,1252.6000000000001,62.3,2984,1277,14,2,1
17,rav,cle,0,1332.5900000000001,1332.3000000000002,68.6,3360,1327,17,3,1
4,buf,gnb,1,210.73,210.7,14.6,1052,381,6,0,0
5,buf,oti,0,250.10999999999999,250.1,17.9,1173,481,9,1,1
6,buf,htx,1,299.46,299.5,21.599999999999998,1315,555,12,0,0
7,buf,clt,1,338.29999999999995,338.3,27.699999999999996,1471,775,12,0,0
8,buf,nwe,0,408.16999999999996,408.20000000000005,30.099999999999994,1782,851,12,0,0
9,buf,chi,0,451.5799999999999,451.6,33.599999999999994,1908,915,13,0,0
10,buf,nyj,1,568.8899999999999,568.9,38.199999999999996,2024,998,15,1,1
12,buf,jax,0,658.6899999999998,658.6999999999999,42.99999999999999,2131,1224,17,2,1
13,buf,mia,1,728.5799999999998,728.5999999999999,49.39999999999999,2246,1284,18,0,0
14,buf,nyj,0,770.2999999999998,770.3,55.099999999999994,2416,1362,20,0,0
